pk,desa,direccion,ubicacion,localidad,cod_postal,isla,x,y,vigencia_inicio,vigencia_fin
130,DESA00231,CALLE HOLANDA S/N  PLAYA EL INGLES,HOTEL PARQUE CRISTÓBAL GRAN CANARIA: Sala de curas en el splash,San Bartolome de Tirajana,35100,GRAN CANARIA,442710,3.0709e+006,20170908000000,
131,DESA00234,CALLE HOLANDA S/N  PLAYA EL INGLES,HOTEL PARQUE CRISTÓBAL GRAN CANARIA: Sala de curas en recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,442710,3.0709e+006,20170908000000,
132,DESA00236,AVDA ISLAS CANARIAS S/N COSTA TEGUISE,HOTEL HD BEACH RESORT: Junto a recepción del hotel,Teguise,35509,LANZAROTE,647805,3.20921e+006,20170908000000,
133,DESA00237,AVDA ISLAS CANARIAS S/N COSTA TEGUISE,HOTEL HD BEACH RESORT: En el spa del hotel,Teguise,35509,LANZAROTE,647805,3.20921e+006,20170908000000,
134,DESA00238,CALLE FERNANDO BEAUTELL 15,GLOBALIA ACTIVOS INMOBILIARIOS  S.A: En la recepción Edif. TuBillete.com,Santa Cruz de Tenerife,38009,TENERIFE,375027,3.14773e+006,20170908000000,
135,DESA00239,CALLE ADARGOMA S/N VECINDARIO,CDAD. PRO. C.C. ATLANTICO: Planta baja del C.C.,Santa Lucia,35110,GRAN CANARIA,456608,3.07995e+006,20170908000000,
136,DESA00240,CTRA EL RINCON S/N,C.C. LAS ARENA: Junto al control de entrada de clientes Local T,Palmas de Gran Canaria (Las),35010,GRAN CANARIA,455928,3.11148e+006,20170908000000,
137,DESA00241,LUGAR ENRAMADA (LA) S/N COSTA ADEJE,HOTEL H10 COSTA ADEJE PALACE: Zona de recepción,Adeje,38679,TENERIFE,328157,3.10921e+006,20170908000000,
138,DESA00242,CALLE DRAGO 1,C.P.E.D.M. ALEMÁN: Entrada vestuarios del campo de fútbol,Rosario (El),38190,TENERIFE,369375,3.14362e+006,20170908000000,
139,DESA00243,AUTOPISTA DEL NORTE TF5 36,C.C. LA VILLA 2: Pasillo central planta baja,Orotava (La),38312,TENERIFE,348401,3.14198e+006,20170908000000,
140,DESA00244,AVDA CHAYOFITA 18,C.C. PUERTO SANTIAGO 6: Garita oficina de seguridad,Arona,38660,TENERIFE,330901,3.10488e+006,20170908000000,
141,DESA00245,AVDA JUAN CARLOS I 29,C.C. RAMBLAS CENTRO: Acceso gerencia,Palmas de Gran Canaria (Las),35019,GRAN CANARIA,455891,3.10984e+006,20170908000000,
142,DESA00247,CALLE FOMENTO S/N,GRUPO DISA: Recepción oficina,Santa Cruz de Tenerife,38003,TENERIFE,377265,3.14866e+006,20170908000000,
143,DESA00251,AVDA CONSTITUCION (LA) S/N,PARQUE MARÍTIMO CESAR MANRIQUE: Botiquín,Santa Cruz de Tenerife,38002,TENERIFE,377180,3.1482e+006,20170908000000,
144,DESA00252,AVDA ESCALERITAS S/N,RTVE: Hall de entrada,Palmas de Gran Canaria (Las),35012,GRAN CANARIA,456123,3.10863e+006,20170908000000,
145,DESA00253,AVDA CONSTITUCION (LA) S/N,EDIFICIO PALMETUM: Recepción,Santa Cruz de Tenerife,38002,TENERIFE,377011,3.14801e+006,20170908000000,
146,DESA00254,AVDA ANGEL GUIMERA JORGE 3,U.L.L.: Servicio de deporte de la U.L.L. Avda. Ángel Guimerá Jorge  3,Laguna (La),38202,TENERIFE,371126,3.15114e+006,20170908000000,
147,DESA00255,PLAZA DE CANARIAS  S/N STA CATALINA,Estación de guaguas de SANTA CATALINA,Palmas de Gran Canaria (Las),35016,GRAN CANARIA,457936,3.11277e+006,20170908000000,
148,DESA00256,CALLE CRUZ DEL OVEJERO S/N TAMARACEITE,Estación de guaguas de TAMARACEITE,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,452910,3.10825e+006,20170908000000,
149,DESA00257,CALLE JUAN DE BETHENCOURT DOMINGUEZ S/N,Estación de guaguas de ARUCAS,Arucas,35404,GRAN CANARIA,448251,3.11046e+006,20170908000000,
150,DESA00258,AVDA RAFAEL CABRERA S/N TRIANA,Estación de guaguas de SAN TELMO,Palmas de Gran Canaria (Las),35002,GRAN CANARIA,459175,3.10934e+006,20170908000000,
151,DESA00259,AVDA RAFAEL CABRERA S/N  TRIANA,PARADA DE GUAGUAS: Parada preferente teatro,Palmas de Gran Canaria (Las),35002,GRAN CANARIA,459361,3.10877e+006,20170908000000,
152,DESA00260,CTRA PLAYA LOS ROQUES 12,AYUNTAMIENTO: Sede Policía Local,Fasnia,38570,TENERIFE,358642,3.12426e+006,20170908000000,
153,DESA00261,AVDA CRISTOBAL COLON S/N,COMPLEJO TURÍSTICO COSTA MARTIÁNEZ: Entrada enfermería,Puerto de la Cruz,38400,TENERIFE,348870,3.14462e+006,20170908000000,
154,DESA00262,AVDA CRISTOBAL COLON S/N,COMPLEJO TURÍSTICO COSTA MARTIÁNEZ: Puesto de hamacas en el LAGO 2,Puerto de la Cruz,38400,TENERIFE,348870,3.14462e+006,20170908000000,
155,DESA00263,CALLE LONGUERA (LA) S/N,HOTEL PANORÁMICA GÁRDEN: Recepción,Realejos (Los),38418,TENERIFE,345079,3.14225e+006,20170908000000,
156,DESA00264,MUELLE SANTA CATALINA S/N,C.C. EL MUELLE: Frente acceso a Hiperdino,Palmas de Gran Canaria (Las),35008,GRAN CANARIA,458041,3.11297e+006,20170908000000,
157,DESA00265,AVDA ESTADOS UNIDOS 54 1º MASPALOMAS,C.C. YUMBO: Cuarto seguridad,San Bartolome de Tirajana,35100,GRAN CANARIA,443047,3.07062e+006,20170908000000,
158,DESA00266,CALLE ALDEA BLANCA 3,TANATORIO SAN MIGUEL: Entrada principal  frente a recepción,Palmas de Gran Canaria (Las),35010,GRAN CANARIA,455217,3.10967e+006,20170908000000,
159,DESA00267,CALLE PI Y ARSUAGA 2,C.C. LAS ROTODAS: Entrada baños planta baja,Puerto del Rosario,35600,FUERTEVENTURA,611234,3.15228e+006,20170908000000,
160,DESA00268,CTRA GENERAL DEL NORTE 112,C.C. LA BALLENA: Planta 0,Palmas de Gran Canaria (Las),35013,GRAN CANARIA,456551,3.10851e+006,20170908000000,
161,DESA00269,AVDA LA SALLE S/N  ESQ  CALLE BENITO PEREZ ARMAS,C.C. MERIDIANO YELMO CINES: Zona de restauración,Santa Cruz de Tenerife,38005,TENERIFE,376733,3.14846e+006,20170908000000,
162,DESA00270,AVDA ATLANTICO DEL S/N,YELMO CINES ATLÁNTICO: Pasillo interior Sala 9,Santa Lucia,35110,GRAN CANARIA,456602,3.07995e+006,20170908000000,
163,DESA00271,CTRA DEL SUR  KM 11 S/N,YELMO CINES FUERTEVENTURA: Entrada salas cine,Antigua,35610,FUERTEVENTURA,611233,3.14047e+006,20170908000000,
164,DESA00272,AUTOPISTA DEL NORTE TF- 5  SALIDA 36,YELMO CINE OROTAVA: Bar del cine,Orotava (La),38312,TENERIFE,348557,3.142e+006,20170908000000,
165,DESA00273,CALLE ALCALDE CABRERA TORRES S/N,RANCHO TEXAS PARK: Botiquín zona piscina,Tias,35510,LANZAROTE,632040,3.20117e+006,20170908000000,
166,DESA00274,AVDA BRUSELAS (DE) 4,HOTEL BEST JACARANDA: Recepción,Adeje,38660,TENERIFE,329804,3.10818e+006,20170908000000,
167,DESA00275,CALLE LEOPOLDO COLOGAN ZULUETA 12,HOTEL BEST SEMIRAMIS : Recepción,Puerto de la Cruz,38400,TENERIFE,349643,3.14426e+006,20170908000000,
168,DESA00277,CALLE FTCO FCO ARENCIBIA CABRERA 2,PARAFARMACIA : Puerta principal,Palmas de Gran Canaria (Las),35015,GRAN CANARIA,457389,3.10712e+006,20170908000000,
169,DESA00278,CALLE FTCO FCO ARENCIBIA CABRERA 2,PLANTA ESPECIALIDADES: Puerta principal,Palmas de Gran Canaria (Las),35015,GRAN CANARIA,457389,3.10712e+006,20170908000000,
170,DESA00279,CALLE FTCO FCO ARENCIBIA CABRERA 2,PLANTA DIETETICA: Puerta principal,Palmas de Gran Canaria (Las),35015,GRAN CANARIA,457389,3.10712e+006,20170908000000,
171,DESA00280,AVDA TRES DE MAYO 79,POLICÍA LOCAL: Vehículo policial,Santa Cruz de Tenerife,38005,TENERIFE,376643,3.1486e+006,20170908000000,
172,DESA00281,AVDA TRES DE MAYO 79,POLICÍA LOCAL: Vehículo policial,Santa Cruz de Tenerife,38005,TENERIFE,376643,3.1486e+006,20170908000000,
173,DESA00284,GRAN CANARIA 1,SOCIEDAD R.D.C.TAGORO: Entrada principal,Tacoronte,38358,TENERIFE,361108,3.15514e+006,20170908000000,
174,DESA00285,CALLE CONCEJAL GARCIA FEO 30,SATOCAN: Entrada Office entrada principal,Palmas de Gran Canaria (Las),35011,GRAN CANARIA,456874,3.11042e+006,20170908000000,
175,DESA00286,CALLE FRATERNIDAD 1,SATOCAN: Oficina técnica,Laguna (La),38296,TENERIFE,372153,3.14971e+006,20170908000000,
176,DESA00288,CALLE VISTA DE YAIZA  S/N,GIMNASIO MUNICIPAL: Recepción gimnasio,Yaiza,35570,LANZAROTE,619158,3.20353e+006,20170908000000,
177,DESA00289,CALLE LISBOA 2,C.C. GRAN SUR: 1  Planta acceso baños y seguridad,Adeje,38660,TENERIFE,330214,3.1082e+006,20170908000000,
178,DESA00290,AVDA SIAM 3,C.C. SIAM MALL: Planta baja junto pasillo seguridad,Adeje,38660,TENERIFE,330732,3.10609e+006,20170908000000,
179,DESA00295,VÍA TRANSVERSAL DOS LOS LLANOS S/N,LANZATEIDE: Recepción,Santa Cruz de Tenerife,38003,TENERIFE,377657,3.14849e+006,20170908000000,
180,DESA00296,AVDA SANTIAGO PUIG 8 PLAYA LAS AMERICAS,HOTEL COLUMBUS: Recepción del Hotel,Arona,38660,TENERIFE,330217,3.10518e+006,20170908000000,
181,DESA00297,CALLE SWING S/N,HOTEL SHERATON SALOBRE: Recepción Hotel,San Bartolome de Tirajana,35100,GRAN CANARIA,435967,3.07321e+006,20170908000000,
182,DESA00298,CALLE SWING S/N,HOTEL SHERATON SALOBRE: Gimnasio Hotel,San Bartolome de Tirajana,35100,GRAN CANARIA,435967,3.07321e+006,20170908000000,
183,DESA00299,AVDA EL CASTILLO S/N CALETA DE FUSTE,HOTEL BARCELO FUERTEVENTURA THALASSO: Recepción  hotel,Antigua,35610,FUERTEVENTURA,611751,3.14161e+006,20170908000000,
184,DESA00300,CALLE CALVARIO 35,CAMPO MPAL. DE FUTBOL DE ARONA CASCO:1  Planta oficinas control,Arona,38640,TENERIFE,335256,3.10945e+006,20170908000000,
185,DESA00301,CALLE ILDEFONSO BELLO 1,CAMPO MPAL. DE FUTBOL DE BUZANADA: 1  Planta oficinas control,Arona,38626,TENERIFE,337449,3.1057e+006,20170908000000,
186,DESA00302,CALLE SANTA ELENA 20,CAMPO MPAL. DE FUTBOL DE CABO BLANCO: 1  Planta oficinas control,Arona,38626,TENERIFE,335555,3.10606e+006,20170908000000,
187,DESA00303,AVDA ARQUITECTO GOMEZ CUESTA 15,CAMPO MPAL. DE FUTBOL DE PLAYA LAS AMERICAS: 1  Planta oficinas control,Arona,38660,TENERIFE,330287,3.10504e+006,20170908000000,
188,DESA00304,CALLE FUERTEVENTURA 99,CAMPO MPAL. DE FUTBOL EL FRAILE: 1  Planta oficinas control,Arona,38639,TENERIFE,335607,3.09949e+006,20170908000000,
189,DESA00305,CALLE VILLA ISABEL 20,CAMPO MPAL. DE FUTBOL  EL FRAILE  CALLE VILLA ISABEL : 1  Planta oficinas control,Arona,38639,TENERIFE,335996,3.09978e+006,20170908000000,
190,DESA00306,CALLE JOSE GARCIA 19,CAMPO MPAL. DE FUTBOL OSCAR PEREZ BARRIOS: 1  Planta oficinas control,Arona,38626,TENERIFE,337179,3.10869e+006,20170908000000,
191,DESA00307,CALLE NUEVA  S/N,PABELLÓN MPAL. DE DEPORTES DE ARONA CASCO: 1  Planta oficinas control,Arona,38640,TENERIFE,334972,3.10937e+006,20170908000000,
192,DESA00308,AVDA ISLAS CANARIAS  25,PABELLÓN MPAL. DE DEPORTES DE EL FRAILE: 1  Planta oficinas control,Arona,38640,TENERIFE,335782,3.09983e+006,20170908000000,
193,DESA00309,AVDA PRINCIPE FELIPE S/N,PABELLÓN MPAL. DE DEPORTES DE LAS GALLETAS: 1  Planta oficinas control,Arona,38631,TENERIFE,337153,3.09927e+006,20170908000000,
194,DESA00310,CALLE JOSE GARCIA 17,TERRERO DE LUCHA CANARIA DE VALLE SAN LORENZO:1  Planta oficinas control,Arona,38626,TENERIFE,337226,3.1086e+006,20170908000000,
195,DESA00311,CALLE SANTA RITA 36,TERRERO DE LUCHA CANARIA CABO BLANCO: 1  Planta oficinas control,Arona,38640,TENERIFE,335965,3.10693e+006,20170908000000,
196,DESA00312,CALLE ESTEBAN COELLO PESTANO S/N,TERRERO DE LUCHA IGUESTE: Frente al Acceso Principal,Candelaria,38520,TENERIFE,365277,3.14031e+006,20170908000000,
197,DESA00313,CTRA ARAFO LA CUMBRE TF-4133 S/N,PABELLÓN DEPORTIVO CUEVECITAS: Frente al Acceso Principal,Candelaria,38550,TENERIFE,362831,3.13779e+006,20170908000000,
198,DESA00314,AVDA FRANCISCO VEGA MONROY 21,C.C. TABLERO: Planta calle,San Bartolome de Tirajana,35109,GRAN CANARIA,440753,3.07159e+006,20170908000000,
199,DESA00315,AVDA JUAN CARLOS I 15,C.C. BIOSFERA PLAZA: Planta principal,Tias,35510,LANZAROTE,629759,3.20018e+006,20170908000000,
200,DESA00316,AVDA PINTOR FELO MONZON 44,C.C.  Y DE OCIO 7 PALMAS: Planta 0,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,455153,3.10788e+006,20170908000000,
201,DESA00317,AVDA PINTOR FELO MONZON 44,C.C.  Y DE OCIO 7 PALMAS: Planta 2,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,455137,3.10784e+006,20170908000000,
202,DESA00318,CALLE ANTONIO DOMINGUEZ ALFONSO 6,HOTEL BEST TENERIFE: Recepción,Arona,38650,TENERIFE,329820,3.10473e+006,20170908000000,
203,DESA00319,AEROPUERTO DE LA PALMA S/N,AEROPUERTO DE LA PALMA: Planta baja núcleo central,Mazo,38730,LA PALMA,230863,3.16914e+006,20170908000000,
204,DESA00320,AEROPUERTO DE LA PALMA S/N,AEROPUERTO DE LA PALMA: Planta alta junto escaleras mecánicas,Mazo,38730,LA PALMA,230863,3.16914e+006,20170908000000,
205,DESA00321,AEROPUERTO DE LA PALMA S/N,AEROPUERTO DE LA PALMA: Planta baja núcleo central,Mazo,38730,LA PALMA,230863,3.16914e+006,20170908000000,
206,DESA00322,CALLE ALBAICIN 12 URB COSTA TAURITO,COMPLEJO APARTAMENTOS CALA BLANCA: Recepción,Mogan,35130,GRAN CANARIA,426073,3.07693e+006,20170908000000,
207,DESA00323,CALLE LONDRES 6 PLAYA FAÑABE,COMPLEJO APARTAMENTOS ROYAL SUNSET BEACH CLUB: Recepción,Adeje,38660,TENERIFE,329551,3.10805e+006,20170908000000,
208,DESA00324,CALLE SAN BLAS S/N GOLF DEL SUR,COMPLEJO APARTAMENTOS SUNSET VIEW CLUB: Recepción,San Miguel,38639,TENERIFE,342505,3.10145e+006,20170908000000,
209,DESA00325,CALLE VALENCIA 3,COMPLEJO APARTAMENTOS PUEBLO TORVISCAS SUNSET HARBOURT: Recepción,Adeje,38660,TENERIFE,329580,3.10747e+006,20170908000000,
210,DESA00326,AVDA ATLANTICO (DEL) S/N URB GOLF DEL SUR,COMPLEJO APARTAMENTOS SANTA BARBARA GOLF AND OCEAN CLUB: Recepción,San Miguel,38639,TENERIFE,341964,3.10095e+006,20170908000000,
211,DESA00327,URB MONTAÑA ROJA S/N,COMPLEJO APARTAMENTOS JARDINES DEL SOL: Recepción,Yaiza,35580,LANZAROTE,612720,3.19369e+006,20170908000000,
212,DESA00328,CALLE NORUEGA 2 URB LOS POCILLOS,COMPLEJO APARTAMENTOS CLUB DEL CARMEN: En el rellano de acceso a las escaleras que suben a la primera planta,Tias,35510,LANZAROTE,632490,3.20035e+006,20170908000000,
213,DESA00329,CALLE ANTONIO NAVARRO 1 RES TORVISCAS,COMPLEJO APARTAMENTOS SUNSET BAY CLUB: En el lado derecho de recepción  tras el mostrador junto a mueble revistero,Adeje,38660,TENERIFE,329817,3.1076e+006,20170908000000,
214,DESA00330,CALLE SAN ANDRES S/N GOLF DEL SUR,COMPLEJO APARTAMENTOS ROYAL TENERIFE COUNTRY CLUB: En recepción encima de la pesa de equipaje,San Miguel,38639,TENERIFE,341867,3.10221e+006,20170908000000,
215,DESA00331,AVDA AGUILAR Y QUESADA 1,C.C. MARTIANEZ: Planta 1  cuarto botiquín,Puerto de la Cruz,38400,TENERIFE,348836,3.14417e+006,20170908000000,
216,DESA00332,AVDA DE LOS PUEBLOS  20 SAN EUGENIO,C.C. SAN EUGENIO: Cuarto de control de seguridad  planta calle,Adeje,38660,TENERIFE,329851,3.10698e+006,20170908000000,
217,DESA00333,AUTOPISTA DEL SUR S/N KM 5.9 URB AÑAZA,C.C. SANTA CRUZ: 1  Planta frente ascensor,Santa Cruz de Tenerife,38111,TENERIFE,372569,3.14517e+006,20170908000000,
218,DESA00334,CALLE MAGARZA (LA) S/N,PARQUE BOMBEROS GUÍA DE ISORA: Oficina,Guia de Isora,38680,TENERIFE,325712,3.12211e+006,20170908000000,
219,DESA00335,CTRA A CORRALEJO  LA HONDURA S/N,GRUPO DISA EN  FUERTEVENTURA: Recepción en instalación de almacenamiento,Puerto del Rosario,35600,FUERTEVENTURA,613360,3.15534e+006,20170908000000,
220,DESA00336,URB INDUSTRIAL SALINETAS S/N,GRUPO DISA EN GRAN CANARIA: Recepción en instalación de almacenamiento,Telde,35215,GRAN CANARIA,462115,3.09508e+006,20170908000000,
221,DESA00337,CTRA LOS LLANOS BLANCOS S/N PUERTO DE LA ESTACA,GRUPO DISA EN EL HIERRO: Recepción en instalación de almacenamiento,Valverde del Hierro,38900,EL HIERRO,213551,3.07613e+006,20170908000000,
222,DESA00338,CTRA BAJAMAR S/N LOS GUINCHOS,GRUPO DISA EN LA PALMA: Recepción en instalación de almacenamiento,Breña Alta,38710,LA PALMA,229419,3.17411e+006,20170908000000,
223,DESA00339,CTRA MARMOLES S/N,GRUPO DISA EN LANZAROTE: Recepción en instalación de almacenamiento,Arrecife,35500,LANZAROTE,644208,3.20627e+006,20170908000000,
224,DESA00340,AVDA PINTOR FELO MONZON 46,EL CORTE INGLÉS TENERIFE: Instalaciones,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,455153,3.10787e+006,20170908000000,
225,DESA00341,AVDA JOSE MESA Y LOPEZ 18,EL CORTE INGLÉS TENERIFE: Instalaciones,Palmas de Gran Canaria (Las),35006,GRAN CANARIA,457652,3.11223e+006,20170908000000,
226,DESA00342,AVDA JOSE MESA Y LOPEZ 15,EL CORTE INGLÉS TENERIFE: Instalaciones,Palmas de Gran Canaria (Las),35006,GRAN CANARIA,457636,3.11223e+006,20170908000000,
227,DESA00343,AVDA TRES DE MAYO 7,EL CORTE INGLÉS TENERIFE: Instalaciones,Santa Cruz de Tenerife,38003,TENERIFE,377195,3.15392e+006,20170908000000,
228,DESA00344,AVDA TRES DE MAYO 7,EL CORTE INGLÉS TENERIFE: Reserva,Santa Cruz de Tenerife,38003,TENERIFE,377238,3.14875e+006,20170908000000,
229,DESA00345,CALLE RUIZ DE PADRON 12,CIRCULO DE AMISTAD XII DE ENERO: Conserjeria,Santa Cruz de Tenerife,38002,TENERIFE,377639,3.14976e+006,20170908000000,
230,DESA00346,CTRA GENERAL DEL SUR S/N KM 12 FINCA EL MORRO,CIRCULO DE AMISTAD XII DE ENERO: Recepción,Candelaria,38510,TENERIFE,368055,3.14096e+006,20170908000000,
231,DESA00347,CTRA GENERAL DEL SUR S/N KM 12 FINCA EL MORRO,CIRCULO DE AMISTAD XII DE ENERO: Oficina sección de Padel,Candelaria,38510,TENERIFE,367997,3.14088e+006,20170908000000,
232,DESA00348,CALLE BENTAGAY 1,CENTRO COMERCIAL CONTINENTAL: Parking exterior planta 2  Rits  escalera 5,Santa Cruz de Tenerife,38111,TENERIFE,372690,3.14513e+006,20170908000000,
233,DESA00351,CALLE ENLACE MAYORAZGO-MERCATENERIFE S/N SECTOR 2 MERCATENERIFE,MERCATENERIFE: Entrada lado izdo Edf. Administrativo,Santa Cruz de Tenerife,38010,TENERIFE,374701,3.14687e+006,20170908000000,
234,DESA00352,PASEO MARITIMO 63,PUERTO CALERO: Galería náutica,Yaiza,35570,LANZAROTE,626258,3.19948e+006,20170908000000,
235,DESA00353,AVDA OLOF PALME S/N,MARINA LANZAROTE: Pasillo de acceso al gimnasio,Arrecife,35500,LANZAROTE,642294,3.2045e+006,20170908000000,
236,DESA00354,CTRA BANDAMA S/N,CAMPO DE GOLF LAS PALMAS: Restaurante,Santa Brigida,35310,GRAN CANARIA,454823,3.10066e+006,20170908000000,
237,DESA00355,CTRA BANDAMA S/N,CAMPO DE GOLF LAS PALMAS: Recepción,Santa Brigida,35310,GRAN CANARIA,454782,3.10077e+006,20170908000000,
238,DESA00356,AVDA RAFAEL PUIG LLIVINA 40,HOTEL PARQUE SANTIAGO IV: Recepción,Arona,38660,TENERIFE,329480,3.10457e+006,20170908000000,
239,DESA00357,CALLE FINCA PASTOR 17,CAMPO DE FUTBOL: Sala de actividades,Santa Ursula,38390,TENERIFE,354571,3.14529e+006,20170908000000,
240,DESA00358,CMNO ANTIGUO CALVARIO S/N,TERRERO DE LUCHA: Instalaciones,Santa Ursula,38390,TENERIFE,353146,3.14503e+006,20170908000000,
241,DESA00359,AVDA TRES DE MAYO 9,C.C. 3 DE MAYO: Cuarto seguridad Planta Alta,Santa Cruz de Tenerife,38003,TENERIFE,377061,3.14867e+006,20170908000000,
242,DESA00360,RBLA MENCEYES (LOS) 10,C.C. PUNTALARGA: Oficina de gerencia  planta 0,Candelaria,38530,TENERIFE,366054,3.13833e+006,20170908000000,
243,DESA00361,CALLE FINCA PASTOR 17,POLIDEPORTIVO CHO PASTOR: Acceso gradas polideportivo,Santa Ursula,38390,TENERIFE,354568,3.14538e+006,20170908000000,
244,DESA00362,AVDA FARO PECHIGUERA S/N URB MONTAÑA ROJA,H10 RUBICON PALACE: Recepción y Piscina Principal.,Yaiza,35570,LANZAROTE,611452,3.19333e+006,20170908000000,
245,DESA00363,PLAZA CONSTITUCION (DE LA) 6,SOCIEDAD LICEO TAORO: Conserjería,Orotava (La),38300,TENERIFE,350831,3.14137e+006,20170908000000,
246,DESA00364,CTRA EL ROSARIO 144,I.E.S. VIRGEN DE CANDELARIA: Conserjería centro,Santa Cruz de Tenerife,38010,TENERIFE,374242,3.14776e+006,20170908000000,
247,DESA00365,AVDA DE LA UNION- CASA DE PASTORES 97,I.E.S. SANTA LUCIA: Hall entrada edf.1,Santa Lucia,35110,GRAN CANARIA,455495,3.08069e+006,20170908000000,
248,DESA00366,CALLE SILVA LINARES S/N PERP RONCENVALLES.,C.E.I.P. LOS QUINTANA: Hall entrada a la dirección,Galdar,35488,GRAN CANARIA,434305,3.11036e+006,20170908000000,
249,DESA00367,AVDA HERMANOS LA SALLE S/N,C.P.E.I.P.S. NTRA. SRA. ROSARIO: Hall de entrada,Agüimes,35260,GRAN CANARIA,456235,3.08659e+006,20170908000000,
250,DESA00368,AVDA ALEJAND. DEL CASTILLO S/N,I.E.S. AMURGA: Hall de entrada frente a conserjería,San Bartolome de Tirajana,35100,GRAN CANARIA,442659,3.0719e+006,20170908000000,
251,DESA00369,CALLE PIO XII 34,C.P.E.I.P.S. SANTA TERESA DE JESUS: Hall de entrada,Palmas de Gran Canaria (Las),35005,GRAN CANARIA,457549,3.11116e+006,20170908000000,
252,DESA00370,CALLE TISCAMANITA S/N,I.E.S. EL DOCTORAL: Sala de profesores,Santa Lucia,35110,GRAN CANARIA,456304,3.07929e+006,20170908000000,
253,DESA00371,CALLE CAMINO DE LA FLORIDA S/N,I.E.S. CARRIZAL: Junto a administración,Ingenio,35240,GRAN CANARIA,460288,3.08694e+006,20170908000000,
254,DESA00372,CALLE ANDAMANA 17,C.E.I.P. ANSITE: Junto a secretaria y dirección,Santa Lucia,35110,GRAN CANARIA,455601,3.07945e+006,20170908000000,
255,DESA00373,CALLE CAPITAN QUESADA 3,MUSEO ANTONIO PADRÓN: Planta baja,Galdar,35460,GRAN CANARIA,435718,3.11352e+006,20170908000000,
256,DESA00374,CALLE LEON Y CASTILLO 45,MUSEO LEÓN Y CASTILLO: Planta baja,Telde,35201,GRAN CANARIA,459102,3.09744e+006,20170908000000,
257,DESA00375,CALLE CANO 2,CASA MUSEO PÉREZ GALDÓS: Planta baja,Palmas de Gran Canaria (Las),35002,GRAN CANARIA,459152,3.10879e+006,20170908000000,
258,DESA00376,PLAZA TOMAS MORALES S/N,CASA MUSEO TOMÁS MORALES: Planta baja,Moya,35420,GRAN CANARIA,442672,3.1096e+006,20170908000000,
259,DESA00377,CALLE AUDIENCIA 2,MUSEO Y PARQUE ARQUEOLÓGICO CUEVA PINTADA: Planta baja,Galdar,35460,GRAN CANARIA,435666,3.11334e+006,20170908000000,
260,DESA00378,CALLE COLON 1,CASA MUSEO DE COLÓN: Planta baja entrada,Palmas de Gran Canaria (Las),35001,GRAN CANARIA,459327,3.10853e+006,20170908000000,
261,DESA00379,CALLE COLON 1,CASA MUSEO DE COLÓN: Planta baja salida,Palmas de Gran Canaria (Las),35001,GRAN CANARIA,459287,3.10848e+006,20170908000000,
262,DESA00380,CALLE JOSE ANTONIO GUTIERREZ MELLADO S/N,CENTRO DEPORTIVO TAMARACEITE: Recepción,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,453046,3.10845e+006,20170908000000,
263,DESA00381,CALLE LIBERTAD 50,PROTECCIÓN CIVIL TÍAS: Base,Tias,35572,LANZAROTE,631186,3.20342e+006,20170908000000,
264,DESA00382,CALLE BUITRAGO 13,COLEGIO PUREZA DE MARÍA: Pasado recepción a mano derecha,Laguna (La),38320,TENERIFE,374428,3.14978e+006,20170908000000,
265,DESA00384,CALLE REVERENDO ONESIMO BETANCORT 1,FARMACIA JOAQUÍN LUÑO BEESE: Rebotica,Santa Cruz de Tenerife,38150,TENERIFE,378901,3.15171e+006,20170908000000,
266,DESA00385,CALLE TABOBO 24,FARMACIA EL SOBRADILLO: Rebotica,Santa Cruz de Tenerife,38108,TENERIFE,371336,3.14691e+006,20170908000000,
267,DESA00386,AVDA PLAYAS (LAS) 38,HOTEL LANIS SUITES: Sala de máquinas,Tias,35510,LANZAROTE,631636,3.19989e+006,20170908000000,
268,DESA00389,CALLE ALCALDE MANDILLO TEJERA 27,FARMACIA LOS GLADIOLOS: Entrada principal,Santa Cruz de Tenerife,38007,TENERIFE,375417,3.14895e+006,20170908000000,
269,DESA00390,CTRA GENERAL LA LAGUNA 24,FARMACIA VUELTA DE LOS PÁJAROS: Al lado mostradores,Santa Cruz de Tenerife,38009,TENERIFE,374933,3.14933e+006,20170908000000,
270,DESA00393,CTRA GENERAL DEL NORTE 62,FARMACIA LA ESTACIÓN: Acceso rebotica,Tacoronte,38350,TENERIFE,361482,3.15084e+006,20170908000000,
271,DESA00395,AVDA INMACULADA CONCEPCION 22,FARMACIA EL SAUZAL: Justo al lado mostradores,Sauzal (El),38360,TENERIFE,359506,3.15119e+006,20170908000000,
272,DESA00396,CTRA AMPARO (DEL) 77,FARMACIA LCDO. HERIBERTO RUIZ MARTÍN: Entrada principal,Icod de los Vinos,38430,TENERIFE,331972,3.13854e+006,20170908000000,
273,DESA00397,AVDA PALMERAS (LAS) 53 FINCA ESPAÑA,FARMACIA LCDO. BASILIO VALLADARES SALMERÓN: Entrada principal,Laguna (La),38205,TENERIFE,372852,3.15051e+006,20170908000000,
