pk,desa,direccion,ubicacion,localidad,cod_postal,isla,x,y,vigencia_inicio,vigencia_fin
656,DESA00822,PARQUE DE LA MAYORDOMIA S/N,C.F. MAYORDOMÍA 2: Botiquín,Palmas de Gran Canaria (Las),35006,GRAN CANARIA,454150,3.10839e+006,20170908000000,
657,DESA00823,CTRA DEL NORTE  S/N,C.F. ANTONIO ROJAS: Cuarto de árbitros 1,Palmas de Gran Canaria (Las),35006,GRAN CANARIA,457709,3.10917e+006,20170908000000,
658,DESA00824,CALLE SAN GABRIEL S/N,C.F. JUAN GUÉDES: Botiquín,Santa Cruz de Tenerife,35018,GRAN CANARIA,453332,3.10886e+006,20170908000000,
659,DESA00825,CALLE MARIUCHA 82,PISCINA 29 DE ABRIL: Reja acceso a piscina,Palmas de Gran Canaria (Las),35012,GRAN CANARIA,457173,3.10953e+006,20170908000000,
660,DESA00826,CTRA AVDA SAN ANDRES S/N KM 5 - CUEVA BERMEJA,CEMENTOS COSMOS: Recepción oficina,Santa Cruz de Tenerife,38180,TENERIFE,380863,3.15266e+006,20170908000000,
661,DESA00827,AVDA TRES DE MAYO 79,POLICÍA LOCAL: Coche patrulla,Santa Cruz de Tenerife,38005,TENERIFE,376658,3.14888e+006,20170908000000,
662,DESA00828,AVDA TRES DE MAYO 79,POLICÍA LOCAL: Coche patrulla,Santa Cruz de Tenerife,38005,TENERIFE,376642,3.14857e+006,20170908000000,
663,DESA00829,CTRA COLORADAS DE LAS 1,I.E.S. TONI GALLARDO: Entrada,Palmas de Gran Canaria (Las),35009,GRAN CANARIA,457717,3.11451e+006,20170908000000,
664,DESA00830,PLAZA ISLA DE LA MADERA S/N,TEATRO GUIMERÁ: Recepción,Santa Cruz de Tenerife,38003,TENERIFE,377570,3.14946e+006,20170908000000,
665,DESA00831,CTRA GENERAL LA CUESTA-TACO  S/N,AALOG 81: Cuerpo de Guardia del Acto,Laguna (La),38320,TENERIFE,373616,3.14935e+006,20170908000000,
666,DESA00832,PQUE SANTA CATALINA S/N,MUSEO ELDER: Recepción,Palmas de Gran Canaria (Las),35007,GRAN CANARIA,457802,3.11289e+006,20170908000000,
667,DESA00833,PLAYA MORROJABLE S/N T-2,PLAYA MORROJABLE : Puesto salvamento  T 2,Pajara,35015,FUERTEVENTURA,564412,3.1027e+006,20170908000000,
668,DESA00835,CALLE LEON Y CASTILLO 44,COLEGIO OFICIAL DE MÉDICOS DE LAS PALMAS DE GRAN CANARIA: Entrada al edificio  frente a mostrador,Palmas de Gran Canaria (Las),35003,GRAN CANARIA,458850,3.10964e+006,20170908000000,
669,DESA00837,AVDA ISLAS CANARIAS 16,HOTEL MELIA SALINAS: Recepción,Teguise,35509,GRAN CANARIA,458850,3.10964e+006,20170908000000,
670,DESA00838,CALLE TACORONTE S/N,COMPLEJO DEPORTIVO ISLAS CANARIAS: Cuarto del vigilante.,Laguna (La),38205,TENERIFE,373181,3.15055e+006,20170908000000,
671,DESA00839,CALLE KENIA 1,CAMPO DE FÚTBOL DE OFRA: Cuarto del vigilante,Laguna (La),38320,TENERIFE,373803,3.1491e+006,20170908000000,
672,DESA00840,CALLE CABILDO 152,CAMPO DE FÚTBOL DE COROMOTO: Cuarto del vigilante,Laguna (La),38206,TENERIFE,369699,3.15124e+006,20170908000000,
673,DESA00841,CALLE ERA (LA) VALLE GUERRA S/N,CAMPO DE FÚTBOL DE VALLE GUERRA: En el Cuarto de bomba de riego y Vigilante,Laguna (La),38270,TENERIFE,364140,3.15591e+006,20170908000000,
674,DESA00842,CMNO CORRALES (LOS) 20,CAMPO DE FÚTBOL DE PUNTA DEL HIDALGO: Cuarto del vigilante,Laguna (La),38240,TENERIFE,369871,3.16113e+006,20170908000000,
675,DESA00843,CALLE CRISTO (EL) 8,CAMPO DE FÚTBOL LAS TORRES TACO: En el cuarto del vigilante,Laguna (La),38108,TENERIFE,373308,3.14821e+006,20170908000000,
676,DESA00844,CALLE MARIA AUXILIADORA 57,CAMPO DE FÚTBOL LOS SALESIANOS: En el cuarto del vigilante,Laguna (La),38320,TENERIFE,374419,3.15017e+006,20170908000000,
677,DESA00845,CALLE PADRE MANJON S/N,COMPLEJO DEPORTIVO  PABLO ABRIL: En el cuarto del vigilante,Laguna (La),38108,TENERIFE,373164,3.147e+006,20170908000000,
678,DESA00846,CMNO FUENTE CAÑIZARES S/N,CAMPO DE FÚTBOL ANEXO FRANCISCO PERAZA: En la enfermería,Laguna (La),38208,TENERIFE,370722,3.15297e+006,20170908000000,
679,DESA00847,CALLE CAPITAN BROTONS 5,OFICINAS O.A.D: En el patio.,Laguna (La),38201,TENERIFE,371093,3.15213e+006,20170908000000,
680,DESA00848,AVDA MILAN 27-29,CAMPO DE FÚTBOL IZQUIERDO RODRÍGUEZ: En la taquilla,Laguna (La),38260,TENERIFE,366833,3.15754e+006,20170908000000,
681,DESA00849,AVDA SAN MARTIN DE PORRES 29,COMPLEJO DEPORTIVO MONTAÑA PACHO: En el cuarto del vigilante.,Laguna (La),38108,TENERIFE,371972,3.14811e+006,20170908000000,
682,DESA00852,AVDA HERNANDEZ DOMINGUEZ SANTANA S/N,C.C. LOS ALISIOS: Columna frente a local B30,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,453139,3.10777e+006,20170908000000,
683,DESA00853,AVDA HERNANDEZ DOMINGUEZ SANTANA S/N,C.C. LOS ALISIOS: Columna frente a Local B55,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,453165,3.10774e+006,20170908000000,
684,DESA00854,AVDA HERNANDEZ DOMINGUEZ SANTANA S/N,C.C. LOS ALISIOS: Columna frente a local AO25,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,453093,3.1078e+006,20170908000000,
685,DESA00855,AVDA HERNANDEZ DOMINGUEZ SANTANA S/N,C.C. LOS ALISIOS: Columna frente local AO26,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,453121,3.10775e+006,20170908000000,
686,DESA00856,AVDA HERNANDEZ DOMINGUEZ SANTANA S/N,C.C. LOS ALISIOS: Columna frente a local B63,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,453165,3.10773e+006,20170908000000,
687,DESA00857,PLAZA FRANCHY ALFARO  5,COLEGIO SALESIANOS SAN ISIDRO: Gimnasio polideportivo,Orotava (La),38300,TENERIFE,350941,3.14184e+006,20170908000000,
688,DESA00859,AVDA NTRA SRA DEL CARMEN 70,C.C. LAS PALMERAS: Muelle de carga,Oliva La,35660,FUERTEVENTURA,610260,3.17875e+006,20170908000000,
689,DESA00860,AVDA PLAYA DE LAS ARENAS S/N,PISCINA MUNICIPAL: Entrando en sala de espera a la derecha,Buenavista del Norte,38480,TENERIFE,316798,3.14007e+006,20170908000000,
690,DESA00861,AVDA BELGICA (DE) 27,CLUB DE TENIS DE TENERIFE: Hall entrada principal,Santa Cruz de Tenerife,38007,TENERIFE,375796,3.14938e+006,20170908000000,
691,DESA00862,CALLE EINSTEIN S/N,HOTEL DUNAS MIRADOR: Recepción,Palmas de Gran Canaria (Las),38100,GRAN CANARIA,440692,3.07128e+006,20170908000000,
692,DESA00863,CALLE LAS DALIAS 11,HOTEL DUNAS DON GREGORY: Recepción,Palmas de Gran Canaria (Las),35100,GRAN CANARIA,445805,3.07162e+006,20170908000000,
693,DESA00864,CALLE PROFESOR LOZANO 26 EDF GATEWAY,EDF. GATEWAY: En la oficina,Palmas de Gran Canaria (Las),35008,GRAN CANARIA,459865,3.11459e+006,20170908000000,
694,DESA00867,CALLE JOAQUIN BLANCO TORRENT S/N,C.C. SOTAVENTO: Planta primera,Palmas de Gran Canaria (Las),35004,GRAN CANARIA,458277,3.11092e+006,20170908000000,
695,DESA00868,CALLE CENTRO COMERCIAL ALISIOS S/N,C.C. LOS ALISIOS: Frente a las oficinas de Gerencia,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,453135,3.1078e+006,20170908000000,
696,DESA00870,CALLE SANTA BRIGIDA S/N,CENTRO SOCIOCULTURAL DE MAYORES: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,442547,3.07164e+006,20170908000000,
697,DESA00871,AVDA ANTONIO DOMINGUEZ ALVAREZ 10 PLAYA LAS AMERICAS,HOTEL ANDORRA: Recepción,Arona,38650,TENERIFE,330020,3.10469e+006,20170908000000,
698,DESA00872,CALLE NUEVA 12,POLICÍA LOCAL: Vehículo policial 1,Arona,38640,TENERIFE,334982,3.10941e+006,20170908000000,
699,DESA00873,CALLE NUEVA 12,POLICÍA LOCAL:  Vehículo policial 2,Arona,38640,TENERIFE,334965,3.10941e+006,20170908000000,
700,DESA00874,CALLE NUEVA 12,POLICÍA LOCAL: Vehículo policial 3,Arona,38640,TENERIFE,334963,3.10941e+006,20170908000000,
701,DESA00875,CALLE NUEVA 12,POLICÍA LOCAL: Vehículo policial 4,Arona,38640,TENERIFE,334988,3.10942e+006,20170908000000,
702,DESA00876,AVDA FRANCISCO LA ROCHE 13,SEGUROS OCASO: Entrada a la Oficina,Santa Cruz de Tenerife,38001,TENERIFE,377870,3.14999e+006,20170908000000,
703,DESA00877,CALLE EL DRAGO 1 LAGOS MIRAVERDE,OFICINAS E.M.S.A. : Local 4,Adeje,38670,TENERIFE,330130,3.1089e+006,20170908000000,
704,DESA00878,CALLE ADEJE CASCO S/N,CEMENTERIO MUNICIPAL: Entrada,Adeje,38670,TENERIFE,330205,3.11117e+006,20170908000000,
705,DESA00879,CALLE CHARFA 1,NAVES MUNICIPALES: Entrada,Adeje,38670,TENERIFE,328597,3.11248e+006,20170908000000,
706,DESA00880,CALLE ARCHAJARA S/N,MERCADO DEL AGRICULTOR: Entrada,Adeje,38679,TENERIFE,329231,3.11258e+006,20170908000000,
707,DESA00881,AVDA BARRANCO LAS TORRES S/N,ESCUELA DE MUSICA  : Entrada,Adeje,38670,TENERIFE,329369,3.11223e+006,20170908000000,
708,DESA00882,CALLE RUBEN DARIO 8 ARMEÑIME,CAMPO DE FÚTBOL ARMEÑIME: Entrada,Adeje,38678,TENERIFE,327906,3.11298e+006,20170908000000,
709,DESA00883,AVDA PALO MAYOR 12,CAMPO FÚTBOL ADEJE: Entrada.,Adeje,38670,TENERIFE,330014,3.11104e+006,20170908000000,
710,DESA00884,URB SECTOR S9 85 FAÑABE,CAMPO FÚTBOL FAÑABE: Entrada,Adeje,38670,TENERIFE,330092,3.11041e+006,20170908000000,
711,DESA00885,AVDA EUSEBIO BARRETO 61,ASOCIACION DE VOLUNTARIOS DE P.C. AXER : Sede,Llanos de Aridane (Los),38768,LA PALMA,216474,3.17359e+006,20170908000000,
712,DESA00886,CMNO CHORICEROS (LOS) 6,C.E.I.P. MARIELA CACERES: Entrada secretaria,Llanos de Aridane (Los),38768,LA PALMA,214652,3.17398e+006,20170908000000,
713,DESA00887,CALLE TABAIBA 20,COLEGIO MAYANTIGO: Entrada secretaria,Llanos de Aridane (Los),38768,LA PALMA,215381,3.17388e+006,20170908000000,
714,DESA00888,AVDA EUSEBIO BARRETO 38,COLEGIO EL ROQUE: Entrada secretaria,Llanos de Aridane (Los),38768,LA PALMA,216460,3.17354e+006,20170908000000,
715,DESA00889,CALLE DOCTOR FLEMING 2,CENTRO DE DIA DE LOS LLANOS DE ARIDANE  Entrada principal y sala de TV,Llanos de Aridane (Los),38760,LA PALMA,215177,3.17382e+006,20170908000000,
716,DESA00890,AVDA EUSEBIO BARRETO 2,INSTITUTO EUSEBIO BARRETO: Entrada Secretaria,Llanos de Aridane (Los),38768,LA PALMA,216131,3.17346e+006,20170908000000,
717,DESA00891,PLAZA ESPAÑA (DE) S/N,AYUNTAMIENTO DE LOS LLANOS DE ARIDANE: Pasillo de acceso principal,Llanos de Aridane (Los),38760,LA PALMA,215263,3.17365e+006,20170908000000,
718,DESA00892,CALLE RETAMAR 20,INSTITUTO JOSÉ M  PÉREZ PULIDO : Edificio central Secretaria,Llanos de Aridane (Los),38768,LA PALMA,215971,3.17348e+006,20170908000000,
719,DESA00893,CTRA ANTIGUA DE GANDO-AEROPUERTO DE GANDO,NEWREST : Zona de pasillo de operaciones,Telde,35230,GRAN CANARIA,461734,3.09097e+006,20170908000000,
720,DESA00894,ZONA COMERCIAL LA  MARETA - URB LA ESTRELLA S/N ANEXO C.C. LA MARETA,EDIF. CENTRO PUNTO CERO: Zona de control Bingo Punto Cero,Telde,35212,GRAN CANARIA,461901,3.09862e+006,20170908000000,
721,DESA00895,CALLE SAN JOSE 212,I.E.S. LAS BREÑAS: Recepción,Breña Baja,38712,LA PALMA,229057,3.1717e+006,20170908000000,
722,DESA00896,CALLE BERRUGO (EL) 1,C.C. RUBICON  Columna entrada principal,Yaiza,35570,LANZAROTE,615565,3.19307e+006,20170908000000,
723,DESA00897,CALLE BERRUGO (EL) 1,C.C. RUBICON  Columna junto a escalera mecanica,Yaiza,35570,LANZAROTE,615637,3.19307e+006,20170908000000,
724,DESA00898,CALLE CALDERA (LA) S/N,HELIPUERTO DE LA GUANCHA: Plataforma helipuerto,Guancha (La),38440,TENERIFE,338392,3.14012e+006,20170908000000,
725,DESA00899,CTRA LA BAJITA S/N,AEROPUERTO DE LA PALMA: Plataforma aeropuerto,Mazo,38738,LA PALMA,230670,3.16889e+006,20170908000000,
726,DESA00900,CALLE EL MATORRAL  S/N,BASE GES EL HIERRO: Helipista base,Frontera,38013,EL HIERRO,203062,3.07644e+006,20170908000000,
727,DESA00901,FV-2 S/N,AEROPUERTO FUERTEVENTURA: Plataforma,Puerto del Rosario,35610,FUERTEVENTURA,610673,3.15194e+006,20170908000000,
728,DESA00902,CTRA GENERAL 10,AERÓDROMO EL BERRIEL: Plataforma,San Bartolome de Tirajana,35107,GRAN CANARIA,449760,3.07322e+006,20170908000000,
729,DESA00903,CALLE MALAGUEÑA 2,POLICÍA LOCAL TINAJO: Departamento,Tinajo,35560,LANZAROTE,628843,3.21605e+006,20170908000000,
730,DESA00904,CALLE JUAN DIAZ RODRIGUEZ 10,HOTEL MARINA SUITES: Recepción,Mogan,35130,GRAN CANARIA,430120,3.07321e+006,20170908000000,
731,DESA00905,AVDA ESTADOS UNIDOS 15,HOTEL GOLD BYE MARINA GRAN CANARIA: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,443619,3.0704e+006,20170908000000,
732,DESA00906,AVDA RAFAEL PUIG LLUVINIA 13,HOTEL H10 GRAN TINERFE: Entrada despacho Recepción,Adeje,38660,TENERIFE,329854,3.10641e+006,20170908000000,
733,DESA00907,PLAYA MORROJABLE S/N T-1,PLAYA MORROJABLE: Puesto salvamento Torre 1,Pajara,35015,FUERTEVENTURA,564077,3.10282e+006,20170908000000,
734,DESA00908,CALLE TIMANFAYA 17 PUERTO RICO,APTOS LAS BUGANVILLAS: Recepción,Mogan,35130,GRAN CANARIA,429497,3.07427e+006,20170908000000,
735,DESA00909,CALLE DAMASCO 15 ARGUINEGUÍN,I.E.S. ARGUINEGUIN: Hall entrada,Mogan,35120,GRAN CANARIA,433056,3.071e+006,20170908000000,
736,DESA00910,CALLE ISA MAJORERA S/N URB EL PALMERAL,I.E.S. VIGAN: Zona administrativa,Tuineje,35620,FUERTEVENTURA,596465,3.12197e+006,20170908000000,
737,DESA00911,CALLE JOSE ALZOLA ARTILES 2 EL CALERO,I.E.S. EL CALERO: Hall entrada,Telde,35206,GRAN CANARIA,461054,3.09667e+006,20170908000000,
738,DESA00912,CALLE PRIMERO DE MAYO 120 VECINDARIO,C.E.I.P. TAMARÁN: Hall entrada,Santa Lucia,35110,GRAN CANARIA,456387,3.0806e+006,20170908000000,
739,DESA00913,CALLE LA GUERA S/N VECINDARIO,C.E.I.P. LA PAREDILLA: Hall entrada,Santa Lucia,35110,GRAN CANARIA,455801,3.08034e+006,20170908000000,
740,DESA00914,CALLE TAMOGANTE 13 SARDINA,I.E.S. TOMOGANTE: Hall entrada,Santa Lucia,35110,GRAN CANARIA,454439,3.08062e+006,20170908000000,
741,DESA00915,PLAZA DE LA CANDELARIA 12,REAL CASINO DE TENERIFE: Recepción escalera servicio planta 0,Santa Cruz de Tenerife,38002,TENERIFE,377802,3.14958e+006,20170908000000,
742,DESA00916,PLAZA DE LA CANDELARIA 12,REAL CASINO DE TENERIFE: Planta 1  lateral salón de actos,Santa Cruz de Tenerife,38002,TENERIFE,377810,3.14958e+006,20170908000000,
743,DESA00917,CALLE REAL 98,AYUDA EMERGENCIAS ANAGA: Vehículo protección civíl,San Sebastian de la Gomera,38800,LA GOMERA,292366,3.10953e+006,20170908000000,
744,DESA00918,MUELLE REINA SOFIA S/N,ASTICAN: Servicio Médico,Palmas de Gran Canaria (Las),35008,GRAN CANARIA,459636,3.11458e+006,20170908000000,
745,DESA00919,MUELLE REINA SOFIA S/N,ASTICAN: Nave de Bomberos,Palmas de Gran Canaria (Las),35008,GRAN CANARIA,459572,3.11452e+006,20170908000000,
746,DESA00920,AVDA ITALIA (DE) 2,HOTEL ABORA CONTINENTAL : Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,444721,3.07125e+006,20170908000000,
747,DESA00921,AVDA TIRAJANA (DE) 1,HOTEL ABORA CATARINA: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,443134,3.06952e+006,20170908000000,
748,DESA00922,PLAZA DE CONVENCIONES S/N,PALACIO DE CONGRESOS: Entrada,San Bartolome de Tirajana,35100,GRAN CANARIA,440629,3.06888e+006,20170908000000,
749,DESA00923,CALLE MAR ADRIATICO 1,HOTEL BAOBAB: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,440828,3.06872e+006,20170908000000,
750,DESA00924,AVDA CRISTOBAL COLON 1,HOTEL IFA FARO: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,441041,3.06807e+006,20170908000000,
751,DESA00925,CALLE MAR MEDITERRANEO 1,HOTEL COSTA MELONERAS: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,440858,3.0683e+006,20170908000000,
752,DESA00926,CALLE MAR MEDITERRANEO 7,HOTEL VILLA DEL CONDE: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,440321,3.06884e+006,20170908000000,
753,DESA00927,CALLE JAZMINES (LOS) 2,HOTEL IFA INTERCLUB: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,447338,3.07198e+006,20170908000000,
754,DESA00928,PLAZA ANSITE (DE) 1,HOTEL BUENAVENTURA: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,444006,3.07117e+006,20170908000000,
755,DESA00929,CTRA GC  500 S/N,HOTEL MELONERAS GOLF: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,439194,3.06978e+006,20170908000000,
756,DESA00930,AVDA SALADAR DEL 28,HOTEL IFA ALTAMARENA: Recepción,Pajara,35625,FUERTEVENTURA,564799,3.10274e+006,20170908000000,
757,DESA00931,BCO VENEGUERAS S/N,FINCA EL INGLES: Entrada,Mogan,35149,GRAN CANARIA,425297,3.08361e+006,20170908000000,
758,DESA00932,CALLE JAZMINES (LOS) 25,HOTEL CORALLIUM BEACH: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,446750,3.07205e+006,20170908000000,
759,DESA00933,CALLE HELSINKI 8,HOTEL CORALLIUM DUNA MAR: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,443986,3.07044e+006,20170908000000,
760,DESA00934,CALLE LAS CASUARINAS 111 POLIGONO INDUSTRIAL,LAVANDERIA INTERHOTELERA: Recepción,Agüimes,35118,GRAN CANARIA,460488,3.08169e+006,20170908000000,
761,DESA00935,AVDA ESCALERITAS 111,SEDE CENTRAL AHEMBO: Fabrica debajo de la escalera de acceso,Palmas de Gran Canaria (Las),35011,GRAN CANARIA,456785,3.10947e+006,20170908000000,
762,DESA00936,"CTRA GENERAL DEL CENTRO, C-811 140",AHEMBO DELEGACIÓN GRAN CANARIA NORTE: Entrada principal  en la pared bajo la escalera,Palmas de Gran Canaria (Las),35015,GRAN CANARIA,457568,3.10685e+006,20170908000000,
763,DESA00937,CALLE ADELFAS LAS 126 POLIGONO INDUSTRIAL DE ARINAGA,AHEMBO DELEGACION GRAN CANARIA SUR: Puerta salida del servicio técnico,Agüimes,35118,GRAN CANARIA,459876,3.08171e+006,20170908000000,
764,DESA00938,AVDA MODESTO HERNANDEZ GONZALEZ 28,AHEMBO TENERIFE SUR: Pasillo de la entrada principal pared izda,San Miguel,38639,TENERIFE,341331,3.10373e+006,20170908000000,
765,DESA00939,POLIGONO INDUSTRIAL GUIMAR 22 PARCELA 3,AHEMBO DELEGACION TENERIFE NORTE: Entrada principal  pared dcha,Guimar,38550,TENERIFE,365359,3.13421e+006,20170908000000,
766,DESA00940,CTRA LOS MARMOLES S/N,CENTRAL TERMICA PUNTA GRANDE: Subestación,Arrecife,35500,LANZAROTE,644446,3.20657e+006,20170908000000,
767,DESA00941,CTRA LOS MARMOLES S/N,CENTRAL TERMICA PUNTA GRANDE: Oficina,Arrecife,35500,LANZAROTE,644497,3.20647e+006,20170908000000,
768,DESA00942,CTRA LOS MARMOLES S/N,CENTRAL TERMICA PUNTA GRANDE: Sala de control,Arrecife,35500,LANZAROTE,644529,3.20661e+006,20170908000000,
769,DESA00943,AVDA FRANCIA (DE) S/N ESQUINA AVDA ALEMANIA,FARMACIA JOSE M. PEREZ DEL TORO: Rebotica,San Bartolome de Tirajana,35100,GRAN CANARIA,443396,3.06979e+006,20170908000000,
770,DESA00944,CALLE MAR MEDITERRANEO 7,HOTEL VILLA DEL CONDE: Piscina,San Bartolome de Tirajana,35100,GRAN CANARIA,440154,3.06876e+006,20170908000000,
771,DESA00945,CALLE MAR ADRIATICO 1,HOTEL BAOBAB: Piscina,San Bartolome de Tirajana,35100,GRAN CANARIA,440927,3.06875e+006,20170908000000,
772,DESA00946,CALLE MAR MEDITERRANEO 1,HOTEL COSTA MELONERAS: Piscina,San Bartolome de Tirajana,35100,GRAN CANARIA,440853,3.0682e+006,20170908000000,
773,DESA00947,CALLE TENDERETE S/N ARGANA ALTA,PARQUE BOMBEROS ARGANA ALTA: Vehículo 7825 FGJ,Arrecife,35500,LANZAROTE,639985,3.20634e+006,20170908000000,
774,DESA00948,CALLE TENDERETE S/N ARGANA ALTA,PARQUE BOMBEROS ARGANA ALTA: Vehículo 2721 JFS,Arrecife,35500,LANZAROTE,639988,3.20634e+006,20170908000000,
775,DESA00949,CALLE TENDERETE S/N ARGANA ALTA,PARQUE BOMBEROS ARGANA ALTA: Vehículo 1712 FWW,Arrecife,35500,LANZAROTE,639986,3.20634e+006,20170908000000,
776,DESA00950,PUERTO DE PLAYA BLANCA S/N,PUESTO DE BOMBEROS PLAYA BLANCA: Véhiculo 8809 JXC,Yaiza,35570,LANZAROTE,613771,3.1929e+006,20170908000000,
777,DESA00951,PUERTO DE PLAYA BLANCA S/N,PUESTO DE BOMBEROS PLAYA BLANCA: Vehículo 2846 BHB,Yaiza,35570,LANZAROTE,613763,3.19289e+006,20170908000000,
778,DESA00952,"CALLE CHIMBERGE 3,5 POLIG IND LAS ANDORIÑAS",NEWREST TENERIFE SUR: Entrada junto al fichaje,San Miguel,38639,TENERIFE,341794,3.10438e+006,20170908000000,
779,DESA00953,CALLE MASTIL 81 PLAYA HONDA,NEWREST LANZAROTE: Pasillo frente al comedor,San Bartolome de Lanzarote,35509,LANZAROTE,636692,3.20389e+006,20170908000000,
780,DESA00954,CSRIO LLANO DE LA MARETA S/N,NEWREST FURTEVENTURA: Final pasillo entrada junto a baños,Puerto del Rosario,35610,FUERTEVENTURA,610541,3.14818e+006,20170908000000,
781,DESA00955,MUELLE PESQUERO EL PINAR,MUELLE PESQUERO LA RESTINGA: Al lado oficina venta pescado,El Pinar,38917,EL HIERRO,206048,3.06095e+006,20170908000000,
782,DESA00956,MUELLE TUINEJE,PUERTO DE GRAN TARAJAL: Exterior oficina policia portuaria,Tuineje,35620,FUERTEVENTURA,595291,3.12047e+006,20170908000000,
783,DESA00957,MUELLE LA OLIVA,PUERTO DE CORRALEJO: Interior estación marítima.,Oliva La,35660,FUERTEVENTURA,610967,3.17983e+006,20170908000000,
784,DESA00958,MUELLE DE PAJARA,PUERTO MORROJABLE: Interior estación marítima,Pajara,35625,FUERTEVENTURA,562772,3.10269e+006,20170908000000,
785,DESA00959,MUELLE AGAETE,MUELLE AGAETE: Interior hall estación marítima,Agaete,35480,GRAN CANARIA,429997,3.10847e+006,20170908000000,
786,DESA00960,MUELLE LA GRACIOSA,PUERTO DE CALETA DEL SEBO: Interior oficina vigilante seguridad,Teguise,35540,LANZAROTE,645605,3.23434e+006,20170908000000,
787,DESA00961,MUELLE PUERTO DEL CARMEN,MUELLE PUERTO DEL CARMEN: Exterior oficina vigilante de seguridad,Tias,35510,LANZAROTE,629339,3.19997e+006,20170908000000,
788,DESA00962,CALLE CALDERA (LA) S/N,HELIPUERTO DE LA GUANCHA : Plataforma helipuerto 2,Guancha (La),38440,TENERIFE,338373,3.14012e+006,20170908000000,
789,DESA00963,AVDA DEL CARMEN 5,I.E.S. VIRGEN DE LAS NIEVES: Pasillo central edificio principal,Santa Cruz de la Palma,38700,LA PALMA,229710,3.17737e+006,20170908000000,
790,DESA00964,MUELLE PLAYA BLANCA,PUERTO PLAYA BLANCA: Interior Estación Marítima,Yaiza,35570,LANZAROTE,613724,3.19288e+006,20170908000000,
791,DESA00965,MUELLE PLAYA SAN JUAN,MUELLE PESQUERO PLAYA SAN JUAN: Exterior oficina Policía Portuaria,Guia de Isora,38687,TENERIFE,321749,3.11844e+006,20170908000000,
792,DESA00966,MUELLE PLAYA SANTIAGO,MUELLE PESQUERO PLAYA SANTIAGO: Exterior Oficina Policía Portuaria,Alajero,38812,LA GOMERA,283868,3.10203e+006,20170908000000,
793,DESA00967,MUELLE PUERTO DE LA CRUZ,MUELLE PUERTO DE LA CRUZ: Exterior Policía Portuaria,Puerto de la Cruz,38400,TENERIFE,348135,3.14453e+006,20170908000000,
794,DESA00968,MUELLE DE  GARACHICO,PUERTO DE GARACHICO: Exterior oficina policía portuaria,Garachico,38450,TENERIFE,327885,3.1399e+006,20170908000000,
795,DESA00969,CTRA GENERAL LA CUESTA-TACO S/N,GRUPO MANTENIMIENTO AALOG: Cuerpo de guardia del establecimiento.,Laguna (La),38320,TENERIFE,373613,3.14942e+006,20170908000000,
796,DESA00970,CTRA GENERAL LA LAGUNA-EL SOBRADILLO S/N SAN MIGUEL DE GENETO,ACTO DEL POLVORIN AALOG: Cuerpo de guardia del acto,Laguna (La),38296,TENERIFE,370912,3.1477e+006,20170908000000,
797,DESA00971,MUELLE PESQUERO TAZACORTE,MUELLE PESQUERO DE TAZACORTE: Exterior oficina salvamento marítimo,Tazacorte,38770,LA PALMA,212205,3.17199e+006,20170908000000,
798,DESA00972,MUELLE VALLE GRAN REY,MUELLE VUELTAS: Exterior frente cafeteria,Valle Gran Rey,38870,LA GOMERA,270732,3.10848e+006,20170908000000,
799,DESA00973,CTRA GENERAL DEL NORTE S/N,PARQUE REHOYAS: Hall,Palmas de Gran Canaria (Las),35014,GRAN CANARIA,457813,3.10935e+006,20170908000000,
800,DESA00975,CALLE ISAAC PERAL S/N,COLEGIO LEON Y CASTILLO: Hall   Piscina,Palmas de Gran Canaria (Las),35009,GRAN CANARIA,458235,3.11415e+006,20170908000000,
801,DESA00976,CALLE MATO 13 URB. MATAGORDA,HOTEL THE MORROMAR: Recepción,Tias,35510,LANZAROTE,634351,3.20162e+006,20170908000000,
802,DESA00977,CMNO CASA AZUL 1,COLEGIO CASA AZUL: Esquina exterior sala del profesorado,Orotava (La),38300,TENERIFE,348055,3.14219e+006,20170908000000,
803,DESA00978,AVDA GRAN ALDEA 79,JEFATURA POLICIA LOCAL TEGUISE: Vehículo policial,Teguise,35530,LANZAROTE,640658,3.21565e+006,20170908000000,
